pk_unique_id,name,facilityTypeId,operatorTypeId,address_city,address_stateOrRegion,specialties,equipment,capability,anomaly_score,graph_anomaly,region
105,Banhart Specialist Hospital,hospital,,Abesim - Sunyani,,"[""internalMedicine"",""familyMedicine"",""cardiology"",""gastroenterology"",""neurology"",""nephrology"",""pulmonology"",""endocrinologyAndDiabetesAndMetabolism"",""pediatrics"",""gynecologyAndObstetrics"",""obstetricsAndMaternityCare"",""ophthalmology"",""otolaryngology"",""plasticSurgery"",""generalSurgery"",""neurosurgery"",""orthopedicSurgery"",""urology"",""dentistry"",""emergencyMedicine"",""physicalMedicineAndRehabilitation""]","[""CT-Scan imaging equipment"",""4D Ultrasound imaging equipment"",""Spirometry equipment"",""X-ray imaging equipment (X- ray)"",""Fibro scan equipment"",""Diagnostic Endoscopy equipment"",""Therapeutic Endoscopy equipment"",""Echocardiography equipment"",""ECG equipment"",""Dental X-ray equipment"",""Audiometry equipment""]","[""24/7 emergency service"",""Extensive laboratory services"",""Pharmacy on site"",""Maternity (antenatal and postnatal care)"",""Neurosurgery service"",""Physiotherapy service"",""Surgical specialties including Specialist Obstetrics and Gynecology, General Surgery, Plastic Surgery, Neurosurgery, Orthopedic and Trauma, Urology, Ophthalmology, Dental Services, and ENT"",""Medical specialties including Family medicine, Physician, Cardiology, Gastroenterology, Neurology, Nephrology, Pulmonology, Endocrinology, Diet therapy, and Pediatrics"",""Located in Abesim-Sunyani (Opposite DreamField INT SCH)"",""Has over 1000 happy patients""]",0.80261475,True,Unknown
770,Vision Healthcare Clinic,clinic,,Accra,Greater Accra Region,"[""gynecologyAndObstetrics""]","[""On-site modern laboratory"",""On-site dispensary stocked with an assortment of herbal medicines""]","[""Herbal clinic promoting natural health and wellness"",""Medical staff on site ready to serve you"",""Located at Free Town Avenue, Okponglo Junction (Turning towards East Legon), Accra, Ghana"",""Phone +233 30 290 2007"",""Email visionhealthcareclinic@yahoo.com"",""Website visionhealthcareclinic.com""]",0.19472796,False,Greater Accra
659,St Benito Menni Hospital,hospital,,Dompoase,Ashanti Region,"[""internalMedicine"",""gynecologyAndObstetrics"",""ophthalmology"",""psychiatry"",""physicalMedicineAndRehabilitation"",""pathology"",""emergencyMedicine"",""pediatrics""]","[""Has a pathology laboratory."",""Has an ambulance."",""Offers ultrasound imaging (Ultra Sound Scan).""]","[""Located in Dompoase, Adansi North District, Ashanti Region, Ghana."",""Outpatient unit serves a rural population of 20,000 people."",""Outpatient unit is open from 8:00 am to 3:00 pm."",""Emergency Services (24 Hours) are listed as a service on the site."",""Hospital has a medical outreach team for home visits."",""Day care centre for patients with mental and physical disabilities.""]",0.27896908,True,Ashanti
356,International Maritime Hospital,hospital,,Tema,,"[""internalMedicine"",""physicalMedicineAndRehabilitation"",""orthopedicSurgery"",""familyMedicine""]",,"[""Subsidiary of the Ghana Ports and Harbours Authority (GPHA)"",""Located in Tema, Ghana at Third Road, Behind GNPC Flats Community 3"",""Phone: +233 30 322 0030"",""Email: info@imah.gov.gh"",""Official website: https://www.imah.gov.gh"",""Advertises 24/7 / Always open hours on its Facebook page""]",0.3471491,True,Unknown
355,International Health Care Center Ghana,clinic,,Accra,,"[""infectiousDiseases"",""internalMedicine"",""preventiveMedicine"",""familyPlanningAndComplexContraception"",""chronicDiseasePreventionAndLifestyleMedicine""]",,,0.16760996,False,Unknown
359,Jambo Medical Centre,,,Accra,,"[""internalMedicine"",""emergencyMedicine"",""radiology""]","[""Modern laboratory equipped with state-of-the-art equipment""]","[""Established in December 2017"",""Has 6-10 employees"",""Managed by Dr Sulley Faisal and Dr Fiddeen Fusseini"",""Offers 24-hour General OPD"",""Offers 24-hour Pharmacy"",""Laboratory provides 24-hour service for both inpatients and outpatients"",""Office address: 8th Floor, Block A, The Octagon, Accra, Ghana"",""Address: Dr Seth Koranteng Street, Alajo, Accra, Ghana"",""Telephone: +233302606240"",""Mobile: +233552478889; +233200889564"",""Website: jambomedicalcentre.com""]",0.12940136,False,Unknown
567,Precious Gem Diagnostic Centre,,,Accra,,"[""radiology""]","[""X-ray imaging equipment"",""Ultrasound machine"",""Mammography equipment""]","[""HEFRA approved facility"",""Radiologists on staff"",""Located at DN Uber Drv4, Hospital road, Amasaman, Accra, Ghana"",""Phone: +233 56 137 4514; +233 56 137 4814"",""Email: preciousgemdiagnostics@gmail.com"",""Website: preciousgemdiagnostics.com""]",0.29669547,True,Unknown
255,FOCOS Orthopaedic Hospital Ghana,hospital,,Accra,,"[""orthopedicSurgery"",""spineNeurosurgery"",""neurosurgery"",""internalMedicine""]",[],"[""FOCOS Hospital is an orthopaedic specialist center in Ghana providing holistic complex surgical care, diagnostics, research and teaching."",""Located at No. 8 Teshie Street, Pantang-Accra, Ghana."",""Open 24/7 (Always open)."",""Phone: +233 59 692 0901."",""Email: info@focosgh.com."",""Website: focoshospital.org."",""Dr. Yankey is a consultant neurosurgeon at FOCOS Hospital and a fellow of the West African College of Surgeons (WACS) and the Ghana College of Surgeons (GCS).""]",0.34841868,True,Unknown
267,Garden City Royal Hospital and Cancer Centre,hospital,private,Kumasi,,"[""medicalOncology"",""dermatology"",""pediatrics"",""ophthalmology"",""endocrinologyAndDiabetesAndMetabolism"",""gynecologyAndObstetrics"",""otolaryngology"",""familyMedicine"",""internalMedicine""]",,"[""Garden City Royal Hospital and Cancer Centre is a private hospital located in Kumasi, Ghana"",""Offers 24/7 emergency services"",""Offers 24/7 online support"",""Provides oncology services"",""Has a dedicated diagnostic center with leading doctors"",""Offers dermatology services"",""Offers general practice services"",""Offers orthopaedic services"",""Offers maternity services"",""Offers paediatrics services"",""Offers ophthalmology services"",""Offers diabetes management services"",""Offers ear, nose and throat (ENT) services"",""Offers dietetics services"",""Address: 1661 Cockscomb Street, Kumasi-Abuwakwa, Ghana"",""Phone: +233 20 299 2668 (24/7)"",""Email: info@gardencityroyalhospital.com""]",0.3739017,True,Unknown
274,General Clinic,clinic,private,Accra,,"[""internalMedicine"",""radiology"",""otolaryngology"",""urology"",""pediatrics"",""endocrinologyAndDiabetesAndMetabolism"",""orthopedicSurgery"",""ophthalmology"",""clinicalPathology""]","[""X-ray machine with advanced technology differentiating two structures for better diagnostic information"",""Medical Laboratory equipped to provide accurate results"",""Ambulances equipped for urgent medical care""]","[""General Clinic has 5 branches"",""Spintex and Nungua branches provide 24/7 support"",""General Clinic operates a 24-hour pharmacy service"",""General Clinic contact numbers are 0240-766-900 and 0302-811-153"",""Danpong App is available to book appointments with General Clinic"",""General Clinic emphasizes patient care under one roof with an experienced medical team""]",0.2817559,True,Unknown
746,"Trauma and Specialist Hospital, Winneba",hospital,public,Winneba,Central Region,"[""criticalCareMedicine"",""orthopedicSurgery"",""gynecologyAndObstetrics"",""psychiatry"",""oralAndMaxillofacialSurgery"",""ophthalmology"",""radiology"",""familyPlanningAndComplexContraception"",""pediatrics"",""internalMedicine"",""emergencyMedicine"",""otolaryngology"",""physicalMedicineAndRehabilitation"",""generalSurgery"",""anesthesia"",""plasticSurgery"",""publicHealth""]",,,0.4825459,True,Central
16,Accra Specialist Eye Hospital,hospital,,Accra,,"[""ophthalmology"",""cataractAndAnteriorSegmentSurgery"",""glaucomaOphthalmology"",""retinaAndVitreoretinalOphthalmology"",""oculoplasticsAndReconstructiveOrbitalSurgery"",""eyeTraumaAndEmergencyEyeCare"",""corneaOphthalmology"",""refractiveSurgeryOphthalmology"",""internalMedicine""]","[""Optical Coherence Tomography (OCT) machine"",""OCT imaging with RNFL and macular analysis capabilities"",""Fundus photography equipment"",""Fundus fluorescein angiography (FFA) imaging capability"",""B-scan ocular ultrasonography device"",""Gonioscopy equipment"",""Visual field testing equipment""]","[""Opening hours: Mon–Fri 8am–5pm; Sat 8:30am–1:30pm; Sun closed"",""Voted Best Eye Hospital in Ghana"",""Founded and managed under the guidance of Dr. Asiwome Kwesi Seneadza"",""Staff includes ophthalmologists, surgeons, and eye care professionals"",""Has insurance partnerships with leading providers"",""Located at 49 Nii Ayi Kushie St, Tantra Hill, Accra"",""Phone number +23350 006 0545"",""Email hello@accraspecialisteye.com""]",0.39913562,True,Unknown
467,MedTech Medical Center,,,Accra,,"[""pediatrics"",""gynecologyAndObstetrics""]",[],"[""Specializes in healthcare services for women and children."",""Located at Koala Shopping Mall, Oxford Street, Osu, Accra, Ghana."",""Phone number is +233 50 710 5555."",""Email address is info@medtechgh.com."",""Website is medtechgh.com."",""Facebook page exists at https://www.facebook.com/medtechmedicalcentre."",""Based in Accra, Ghana.""]",0.098489985,False,Unknown
191,DEL International Hospital,hospital,,Accra,Greater Accra Region,"[""reproductiveEndocrinologyAndInfertility"",""gynecologyAndObstetrics"",""radiology"",""dentistry"",""physicalMedicineAndRehabilitation"",""pathology"",""internalMedicine""]","[""On-site radiology department offering X-ray and fluoroscopy imaging"",""On-site laboratory facilities for diagnostic testing""]","[""24/7 emergency department with ambulance rapid response"",""Offers online consultations"",""On-site 24-hour pharmacy"",""Laboratory services operate from 8:00 AM to 8:00 PM"",""Located opposite PH Hotel, East Legon, Accra"",""Serves the Accra Metropolis in the Greater Accra Region, Ghana"",""Fertility Center with IUI procedures"",""Medical specialists including Dr. Anabel Ankrah, Dr. Babra Swanzy Asare, Dr. Kwesi Tandoh, Dr. Oduro Boateng, Dr. Sarpong Dankwa, Dr. Afarigah Joycelyn, Dr. Cap Ebonyi, and Dr. Christopher Atakora""]",0.12922372,False,Greater Accra
57,All Smile Dental & Paediatric Centre,dentist,private,Accra,,"[""dentistry"",""pediatrics""]",[],"[""Has three branches: Dansoman, East Legon, and Tseado"",""Based in Accra, Ghana"",""Phone number: +233 36 219 6831"",""Email: info@allsmiledentalclinics.com"",""Website: allsmiledentalclinics.com"",""Facebook page exists for All Smile Dental & Paediatric Centre with handle Allsmilegh"",""Facebook followers: 1.4K"",""Description: A service-oriented dental practice with great staff and a great environment for your dental needs"",""Facebook page status: Closed now""]",0.25960502,True,Unknown
172,Cosmopolitan Medical Centre,hospital,,Accra,,"[""gynecologyAndObstetrics"",""generalSurgery"",""ophthalmology"",""internalMedicine""]",[],"[""Provides comprehensive medical care including surgeries, maternity, pharmacy and optical care"",""Located in Dzorwulu, Accra, Ghana"",""Located near Fiesta Royale Hotel on the route to Gimpa"",""Has highly trained and professional staff"",""Always open""]",0.15371399,False,Unknown
449,MSI Reproductive Choices Ghana,,,Accra,Greater Accra,"[""familyPlanningAndComplexContraception"",""gynecologyAndObstetrics"",""infectiousDiseases"",""pediatrics""]",,"[""Founded in 2006"",""Headquartered in Accra, Greater Accra"",""Operates in every region of Ghana"",""Helps more than 115,000 women each year by providing contraception and safe abortions""]",0.2757229,True,Greater Accra
633,Sefwi Wiawso District Hospital,hospital,public,Sefwi Wiawso,,"[""internalMedicine"",""emergencyMedicine""]","[""""]","[""NHIS accredited"",""Government primary hospital"",""Operates 24 hours on Monday, Tuesday, Wednesday, Thursday, Saturday, and Sunday"",""Friday hours are 6:00 am to 6:00 pm""]",0.15863068,False,Unknown
423,Life Healthcare Center Ghana,,,Accra,,"[""internalMedicine"",""dentistry"",""ophthalmology"",""pathology""]",[],"[""Offers medical, dental, optical, laboratory and pharmacy services"",""Appointments and walk-ins are allowed"",""Locations include Achimota Mall, Accra Mall, and Junction Mall in Accra, Ghana""]",0.102513425,False,Unknown
68,Aneeja Hospital,hospital,,Accra,,"[""pediatrics"",""dentistry"",""ophthalmology"",""plasticSurgery"",""gynecologyAndObstetrics"",""reproductiveEndocrinologyAndInfertility"",""urology"",""internalMedicine"",""radiology"",""pathology"",""generalSurgery""]","[""Two operating theatres with a recovery room"",""Medical imaging services include ultrasound and electrocardiography (ECG)"",""A well-equipped standard laboratory"",""Treatment room""]","[""Located at JPRQ+HX Accra, Tantra Hill, Accra"",""Has 87 French and Ghanaian medical professionals available 24/7"",""Emergency services operate 24/7"",""Overall bed capacity of 39 beds (VIP and common wards)"",""Three paediatric wards (including one VIP) in the paediatric section"",""Delivery ward and lying-in ward"",""In-Vitro Fertilization (IVF) Unit"",""NHIS and other private insurance clients welcome"",""Departments include Medical & Emergency; Surgery; Cosmetic & Reconstructive Surgery; Paediatrics; Dentistry; Ophthalmology; Fertility & IVF Center; Gynaeco-Obstetric; Clinical Laboratory"",""Urologist on staff"",""Physiotherapist; Optometrists; Dentists available""]",0.2707041,True,Unknown
573,Prime Diagnostics and Eye-care,,,Kumasi,Ashanti,"[""ophthalmology""]",[],"[""Located in Bomso, Kumasi, Ghana (AK-316-1041)"",""Contact phone number is +233 20 256 1234"",""Email address is primedecare@yahoo.com"",""Website is primedecare.com"",""Describes itself as a state-of-the-art facility equipped with modern technology"",""Operates 24/7 (Always open)""]",0.07112228,False,Ashanti
311,Gye Nyame Mobile Clinics,,,Kumasi,,"[""internalMedicine"",""pediatrics""]",[],"[""Gye Nyame Mobile Clinics is an NGO"",""Based in Kumasi, Ghana"",""Phone number: +233 50 460 7741"",""Email: oribritta@gmail.com"",""Website: gnmobileclinic.org"",""Provides mobile, doorstep healthcare to communities""]",0.1717946,False,Unknown
312,Habibi Herbal Hospital,hospital,,Accra,,"[""internalMedicine"",""infectiousDiseases"",""neurology"",""urologicOncology""]",[],"[""Located at Kasoa Fetteh Kakraba, Accra, Ghana"",""Phone number +233 24 303 9937"",""Email habibiherbalhospital@gmail.com"",""Website habibiherbalclinic.org"",""Also referred to as Habibi Herbal Clinic"",""Specializes in the treatment of immune system regeneration, hepatitis, stroke, and prostate cancer""]",0.1582722,False,Unknown
275,Generational Health Foundation,,,Kumasi,Asokwa-Kumasi,"[""internalMedicine"",""generalSurgery""]",,,0.18958603,False,Asokwa-Kumasi
648,Society for AIDS in Africa,,,Accra,,"[""infectiousDiseases"",""globalHealthAndInternationalHealth""]",[],"[""Is a non-governmental organization (NGO)."",""Founded in 1989."",""Headquartered at the SAA Secretariat, Accra, Ghana."",""Phone: +233 30 291 3694."",""Email: info@saafrica.org."",""Website: saafrica.org."",""Has approximately 2,000 likes and 2,800 followers on Facebook.""]",0.22826874,False,Unknown
46,Akatsi South Municipal Hospital,hospital,,Akatsi,,"[""psychiatry"",""gynecologyAndObstetrics"",""pediatrics"",""dentistry"",""otolaryngology"",""ophthalmology"",""endocrinologyAndDiabetesAndMetabolism"",""preventiveMedicine"",""infectiousDiseases"",""pathology"",""radiology"",""breastImaging"",""publicHealth"",""internalMedicine""]",,"[""Open 24 hours a day, 7 days a week"",""Mental health services are provided"",""Maternal and child health services are provided"",""Out-patient (OPD) services are provided"",""Inpatient services are provided"",""Laboratory services are provided"",""Pharmacy and dispensing services are provided"",""ART services are provided"",""Public health services are provided"",""Specialized units include Dental, ENT and Eye"",""Diabetes/Hypertension (DM/HPT) clinic is available"",""Wellness clinic is available"",""Breast and cervical screening units are available"",""Upgraded to Municipal status in 2021"",""Hospital manager is Mawuli Asimenu""]",0.3684858,True,Unknown
233,Enchi Government Hospital,hospital,public,Enchi,Western North Region,"[""internalMedicine""]",,"[""Operates as a primary care municipal hospital"",""Open 24/7"",""Located in Enchi, capital of Aowin Municipality, Western North Region, Ghana""]",0.2984512,True,Western North
211,Dormaa Presbyterian Hospital,hospital,,Dormaa Ahenkro,,"[""internalMedicine"",""pediatrics""]",[],[],0.086561784,False,Unknown
425,Little Hearts Medical Practice,,,Accra,,"[""pediatrics""]",[],[],0.08363128,False,Unknown
414,Lapaz Community Hospital,hospital,,Accra,,"[""familyMedicine"",""reproductiveEndocrinologyAndInfertility"",""dermatology"",""pediatrics"",""maternalFetalMedicineOrPerinatology"",""ophthalmology"",""hematology"",""orthopedicSurgery"",""psychiatry"",""neurosurgery"",""otolaryngology"",""gynecologyAndObstetrics"",""pathology"",""radiology"",""physicalMedicineAndRehabilitation"",""dentistry"",""urology"",""internalMedicine""]","[""State-of-the-art radiology equipment"",""Fully automated diagnostic laboratory"",""New high-technology facilities""]","[""Lapaz Community Hospital operates a 24/7 emergency department"",""Offers a one-stop shop medical and diagnostic facility"",""Provides radiology and imaging services on-site with state-of-the-art equipment"",""Has a fully automated diagnostic laboratory accredited for all parameters"",""Features new high-technology facilities"",""Visiting hours are Monday-Friday 07:00–24:00; Saturday 09:00–24:00; Sunday 09:00–20:00"",""Located at Anorhuma Street, Lapaz, Accra"",""Emergency contact numbers are 050-160-6507 and 054-019-2894"",""Departments include Antenatal, Neurosurgery, Eye Clinic, General Practitioner, Fertility Center, Haematology / Sickle Cell, Orthopedics, Dermatology, Endoscopy, Urology, Obstetrics and Gynecology, OPD Services, Diagnostic Laboratory, Radiology, Physiotherapy, Dentistry, ENT, Pediatrician, Psychiatry"",""More than one million people choose Lapaz Community Hospital annually""]",0.59694266,True,Unknown
428,Lod Health Lounge,,,Accra,,"[""gynecologyAndObstetrics""]",[],"[""Located at 11 Pampron Djorn St New Nmai Dzorn, Accra, Ghana"",""Phone number is +233 55 450 3006"",""Email address is lodhealthlounge@yahoo.com"",""Website is lodhealthlounge.com""]",0.051830973,False,Unknown
517,Nyame Besa Herbal Clinic,clinic,,Nsawam,,"[""orthopedicSurgery"",""endocrinologyAndDiabetesAndMetabolism"",""reproductiveEndocrinologyAndInfertility"",""gynecologyAndObstetrics"",""dermatology"",""woundHealingAndDermatologicRegenerativeMedicine"",""podiatricDiabeticLimbSalvageAndWoundCare"",""urology"",""infectiousDiseases"",""headacheMedicine""]",[],"[""Nyame Besa Herbal Clinic is an urgent primary health care center."",""Also known as God Will Heal Herbal Clinic."",""Located at Nsawam okobeyeyie Aburi Road near Nsawam Senior High School, Nsawam, Ghana."",""Phone: +233 24 765 3807."",""Email: idanemma63@gmail.com."",""Specializes in orthopaedics."",""Specializes in diabetes management."",""Specializes in hypertension."",""Specializes in Infertility."",""Specializes in fibroid treatment."",""Specializes in skin conditions."",""Specializes in leg ulcers."",""Specializes in diabetes foot care."",""Specializes in urinary tract infections."",""Specializes in HIV/AIDS."",""Specializes in chronic headaches.""]",0.29285488,True,Unknown
260,Framada Dental Clinic,dentist,,Kumasi,,"[""dentistry""]","[""Has ultra-modern equipment""]","[""Framada Dental Clinic is a specialist dental clinic"",""Located at Ahenema Kokoben, Kumasi, Ghana"",""Phone number +233 59 134 8621"",""Email Framadadentalclinic@gmail.com"",""Website Www.Framadadentalclinic.com"",""Facebook page has 3 likes"",""Facebook page has 4 followers""]",0.24742723,True,Unknown
598,Rophe Specialist Care,clinic,private,Accra,,"[""endocrinologyAndDiabetesAndMetabolism"",""ophthalmology"",""nephrology"",""pulmonology"",""urology"",""gynecology"",""dermatology""]","[""""]","[""Established in 2017."",""Originally intended to be a comprehensive Diabetes & Endocrine center with endocrinologist/diabetologist, ophthalmologist, psychologist, nephrologist, and dietician."",""Expanded to include pulmonologist, urologist, gynaecologist and dermatologist."",""Aims to provide outpatient specialist care as a private health care facility in Accra, Ghana."",""Mission emphasizes empowering patients to make informed health decisions in partnership with integrity and trust.""]",0.24622436,True,Unknown
154,Certa Medical Diagnostics,clinic,private,Accra,,"[""abdominalRadiology"",""gynecologyAndObstetrics"",""urology"",""breastImaging"",""musculoskeletalRadiology""]","[""Provides on-site ultrasound imaging equipment for abdominal, pelvic, and related ultrasound scans"",""Offers Doppler ultrasound as part of ultrasound imaging services""]","[""Opening hours: Sundays 8:00 am–8:00 pm; Saturdays 8:00 am–8:00 pm; Mondays to Fridays closed"",""Located at P.O Box CT 6334, Cantonments, Accra, at La Polyclinic Junction"",""Phone number +233 50 292 9665""]",0.11159743,False,Unknown
656,Spine and Nerve Center - Ghana,clinic,private,Accra,,"[""spineNeurosurgery"",""physicalMedicineAndRehabilitation""]",,"[""Medical centre located at 50 Mensah Wood Street, East Legon, Accra, Ghana"",""Specializes in spinal decompression therapy and cold laser therapy""]",0.06644979,False,Unknown
129,Bone Marrow Transplantation Ghana,,,Accra,Accra North,"[""transplantSurgery"",""hematology"",""pediatrics""]",,,0.18028146,False,Accra North
512,Novocare Medical Diagnostics,,,Nungua,,"[""radiology"",""infectiousDiseases""]","[""Ultrasound imaging equipment"",""X-ray imaging equipment"",""ECG/EKG equipment"",""MRI scanner"",""CT scanner"",""PET scanner"",""Bone mineral density (BMD) equipment""]","[""Located in Addogono, Nungua, Ghana"",""Phone: +233 30 394 0893"",""Email: info.novocaregh@gmail.com"",""Website: novocaremedgh.com"",""Facebook album titled 'World Hepatitis Day Screening'""]",0.4527478,True,Unknown
644,Sisters Hospitallers' English Province,,,Dompoase,Ashanti Region,"[""gynecologyAndObstetrics"",""internalMedicine"",""cardiology"",""pathology"",""psychiatry"",""pediatrics"",""ophthalmology"",""dentistry"",""emergencyMedicine""]",,"[""Mikel Tellaeche is Health Programs Director of Sisters Hospitallers' English Province"",""Mikel Tellaeche is director of Aita Menni Hospital in Arrasate-Mondragon, Spain"",""There is a Sisters Hospitallers center in Ghana""]",0.3898831,True,Ashanti
488,Modern Way Herbal Clinic,hospital,,Sunyani,,"[""internalMedicine"",""urology"",""infectiousDiseases"",""gynecologyAndObstetrics"",""reproductiveEndocrinologyAndInfertility""]",[],"[""Located in Sunyani, Ghana"",""Specializes in prostate diseases and sexually transmitted infections (STIs)"",""Provides herbal medicine treatments"",""Contact phone number: +233 54 371 2294"",""Email: modernwayherbalclinic@gmail.com"",""Is always open"",""Treats chronic infections, painful urination, discharge, rashes and itching"",""Treats prostate infections and infertility issues"",""Treats pelvic inflammatory disease (PID) and ovarian cysts""]",0.17780502,False,Unknown
476,Merkot Pharmacy,farmacy,,Accra,,,[],"[""Operates as a wholesale and retail pharmacy"",""Located at Ofaakor Congo Villa Kasoa, Accra, Ghana"",""Offers delivery"",""Offers reservations"",""Offers in-store pickup"",""Phone: +233 24 464 0975"",""Email: info@merkotpharma.com"",""Website: merkotpharma.com"",""Mission: Focused on improving lives with good medication""]",0.4109726,True,Unknown
787,Wipe-Away Foundation,,,Damongo,,"[""nephrology""]","[""""]","[""Located on Damongo-Sawla Highway, Damongo, Ghana"",""Phone number +233 24 013 0711"",""Email muftipupur1@gmail.com"",""Provides care for kidney patients"",""Cared for Madam Asana, a kidney patient, for three years""]",0.2658993,True,Unknown
703,Supercare Specialist Medical & Ho Fertility Center,hospital,,Ho,,"[""gynecologyAndObstetrics"",""reproductiveEndocrinologyAndInfertility"",""internalMedicine""]",[],"[""Located in Ho, Ghana"",""Phone number +233 34 229 0252"",""Email 2006.supercare.hospital.2013@gmail.com"",""Always open""]",0.049490847,False,Unknown
41,AIH lab & X-ray Center,clinic,,Tema,,"[""clinicalPathology"",""diagnosticRadiology""]",[],"[""Located at Community 22 Junction, Tema, Ghana"",""Diagnostic Center""]",0.6860144,True,Unknown
320,Health Plus Clinic,clinic,,Tarkwa,,"[""internalMedicine"",""familyMedicine"",""occupationalAndEnvironmentalMedicine""]",[],"[""Location: Tarkwa-Esiama Road, Tarkwa Nsuaem, Ghana"",""Phone: +233 54 231 8111"",""Specialties: Family Care and Occupational Health""]",0.29190817,True,Unknown
524,Ocean-View Eye Care,doctor,,Goaso,,"[""ophthalmology""]",[],"[""Located in Goaso, Ghana"",""Committed to providing affordable and accessible eye care to rural communities in Ghana"",""Currently closed""]",1.0,True,Unknown
301,GPHA Clinic,clinic,,Takoradi,,"[""gynecologyAndObstetrics"",""otolaryngology"",""urology""]",[],"[""Has 24/7 operation with 7 days a week availability"",""Location: Near Naval Base, Takoradi, Ghana"",""Phone: 0312022862"",""Bed capacity: 52, expandable to 70 for mass casualty/trauma"",""Has 5 permanent doctors and two locum slots""]",0.0648704,False,Unknown
568,Precise Specialist Clinic,clinic,,Kumasi,,"[""cardiology"",""radiology"",""clinicalPathology""]","[""ECG equipment"",""Echocardiography equipment"",""Ultrasound equipment"",""Laboratory analyzers/equipment""]","[""Specialist medical consultations"",""Specialist cardiac consultations"",""Wellness Clinic"",""Ambulatory services"",""On-site diagnostic services"",""Located in Kumasi, Ghana"",""Digital Address AG-0664-3007, Kumasi, Ghana"",""Phone +233 24 231 3353"",""Email precisespecialistclinicltd@yahoo.com"",""Booking for medical or cardiac evaluation available"",""Clinic status indicates Closed now""]",0.28070912,True,Unknown
75,Anwiam Hospital,hospital,,Kumasi,,"[""emergencyMedicine"",""internalMedicine"",""generalSurgery"",""gynecologyAndObstetrics"",""psychiatry"",""painMedicinePMR"",""pathology"",""radiology""]",,"[""Provides 24/7 emergency care"",""Provides General Medical Services"",""Provides Internal Medicine"",""Provides Surgery"",""Provides Obstetrics and Gynecology"",""Provides Psychiatry"",""Provides Pain Medicine"",""Provides on-site laboratory and medical imaging services including Full blood count, ECG and Ultrasound"",""Located at Dr. Gabriel Boakye Street, Afful-Nkwanta, Kumasi, Ghana"",""Phone +233 26 791 3787"",""Email info.anwiamhospital@gmail.com""]",0.27916065,True,Unknown
134,Britannia Medical Centre,hospital,private,Tema,,"[""internalMedicine"",""generalSurgery"",""gynecologyAndObstetrics"",""emergencyMedicine"",""reproductiveEndocrinologyAndInfertility"",""radiology"",""pediatrics"",""familyMedicine"",""dentistry"",""physicalMedicineAndRehabilitation"",""pathology"",""urology"",""orthopedicSurgery""]",,,0.47957063,True,Unknown
536,Ospedale Didattico di Tamale,hospital,,Tamale,Northern Region,"[""urology"",""generalSurgery"",""neurosurgery"",""orthopedicSurgery"",""otolaryngology"",""gynecologyAndObstetrics"",""pediatrics"",""oralAndMaxillofacialSurgery"",""nephrology"",""anesthesia"",""criticalCareMedicine"",""internalMedicine"",""maternalAndChildHealth""]","[""Manual operating table"",""Anesthesia equipment"",""Two operating theatres""]","[""Ospedale Didattico di Tamale is a tertiary care center offering specialized care to the population of northern Ghana and neighboring ECOWAS countries"",""The center serves as a training site for surgery, general medicine and urology for doctors and nurses"",""Collaborations with Ghana Health Service, Ministry of Education, Ministry of Health, University of Tamale, Le Mete ONLUS and Le Mete NGO Ghana"",""Maternal-infantile department with 18 beds"",""Projected catchment population of 7 million"",""Project phases: Phase 1 completed (two operating rooms); Phase 2 completed (operating rooms for general and urology); Phase 3 operational by Summer 2021 (maternal-infantile with 18 beds); Phase 4 expansion; Phase 5 in progress"",""Plans to achieve financial autonomy and self-sufficiency""]",0.47400448,True,Northern
385,KK Health CARE Center,hospital,,Swedru,,"[""pediatrics"",""gynecologyAndObstetrics"",""internalMedicine""]",[],"[""KK Health CARE Center is categorized as a hospital on Facebook"",""Operates 24/7 (Always open)"",""Provides health care services for women and children"",""Located in Swedru, Ghana""]",0.09661513,False,Unknown
152,Central Regional Police Clinic,,,Ghana,,"[""internalMedicine"",""pediatrics"",""gynecologyAndObstetrics"",""ophthalmology"",""otolaryngology"",""radiology"",""pathology"",""dentistry"",""psychiatry"",""publicHealth"",""generalSurgery"",""anesthesia"",""emergencyMedicine""]",[],[],0.34673816,True,Unknown
511,NewLeaf Hospital,hospital,,Techiman,,"[""internalMedicine"",""nephrology"",""radiology"",""gynecologyAndObstetrics"",""pediatrics"",""emergencyMedicine""]",[],"[""Located at VRA Bamiri Road, Techiman, Ghana"",""Centers of excellence including Dialysis, Radiology, Obstetrics and Gynecology, Pediatrics, and Accident and Emergency services"",""Phone number +233 27 520 5353"",""Email newleafhospital@gmail.com"",""Facebook listing shows the hospital as Always open"",""Premier Health Insurance accepted at NewLeaf Hospital""]",0.28196034,True,Unknown
430,Luke Society Ghana,,,Kasei (via Ejura),Ashanti Region,"[""ophthalmology"",""generalSurgery"",""dentistry"",""psychiatry"",""gynecologyAndObstetrics"",""infectiousDiseases"",""radiology"",""pathology"",""emergencyMedicine"",""familyPlanningAndComplexContraception"",""preventiveMedicine"",""pediatrics""]",,,0.43125382,True,Ashanti
